asthma_COUNTY,asthma_YEAR,asthma_STRATA,asthma_STRATA NAME,asthma_AGE GROUP,asthma_NUMBER OF ED VISITS,asthma_AGE-ADJUSTED ED VISIT RATE,asthma_COMMENT,aqi_State,aqi_County,aqi_Year,aqi_Days with AQI,aqi_Good Days,aqi_Moderate Days,aqi_Unhealthy for Sensitive Groups Days,aqi_Unhealthy Days,aqi_Very Unhealthy Days,aqi_Hazardous Days,aqi_Max AQI,aqi_90th Percentile AQI,aqi_Median AQI,aqi_Days CO,aqi_Days NO2,aqi_Days Ozone,aqi_Days PM2.5,aqi_Days PM10
San Luis Obispo,2017,Age groups,5-17 years,5-17 years,175,46.5,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Age groups,5-17 years,5-17 years,471,39.4,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Age groups,5-17 years,5-17 years,399,54,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Age groups,5-17 years,5-17 years,1243,37.8,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Age groups,5-17 years,5-17 years,172,38,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Age groups,5-17 years,5-17 years,157,57.3,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Siskiyou,2017,Age groups,5-17 years,5-17 years,32,50.8,,California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,87,0
Solano,2017,Age groups,5-17 years,5-17 years,864,118.1,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Age groups,5-17 years,5-17 years,376,52.2,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Age groups,5-17 years,5-17 years,798,74.5,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Age groups,5-17 years,5-17 years,86,47,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tehama,2017,Age groups,5-17 years,5-17 years,112,101.2,,California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
Tulare,2017,Age groups,5-17 years,5-17 years,657,61.3,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Age groups,5-17 years,5-17 years,49,76.5,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Age groups,5-17 years,5-17 years,781,53.5,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Age groups,5-17 years,5-17 years,217,58,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Age groups,18-64 years,18-64 years,4929,46,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Amador,2017,Age groups,18-64 years,18-64 years,114,57.1,,California,Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0
Butte,2017,Age groups,18-64 years,18-64 years,638,49.3,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Calaveras,2017,Age groups,18-64 years,18-64 years,118,54.9,,California,Calaveras,2017,354,169,171,12,2,0,0,172,87,51,0,0,226,127,1
Colusa,2017,Age groups,18-64 years,18-64 years,22,18.1,,California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,130,33
Contra Costa,2017,Age groups,18-64 years,18-64 years,3919,57.6,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
Del Norte,2017,Age groups,18-64 years,18-64 years,95,61.1,,California,Del Norte,2017,298,270,26,0,1,1,0,226,49,20,0,0,0,298,0
El Dorado,2017,Age groups,18-64 years,18-64 years,427,42.8,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Age groups,18-64 years,18-64 years,3040,51.5,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Glenn,2017,Age groups,18-64 years,18-64 years,86,51.5,,California,Glenn,2017,365,284,74,7,0,0,0,150,59,43,0,0,207,115,43
Humboldt,2017,Age groups,18-64 years,18-64 years,634,79.5,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Age groups,18-64 years,18-64 years,513,46.2,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Inyo,2017,Age groups,18-64 years,18-64 years,68,76.9,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Kern,2017,Age groups,18-64 years,18-64 years,2419,44.1,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Kings,2017,Age groups,18-64 years,18-64 years,528,59.1,,California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,122,42
Lake,2017,Age groups,18-64 years,18-64 years,313,87.5,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Age groups,18-64 years,18-64 years,27020,41.7,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Madera,2017,Age groups,18-64 years,18-64 years,360,39.3,,California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,107,15
Marin,2017,Age groups,18-64 years,18-64 years,303,21.1,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Mariposa,2017,Age groups,18-64 years,18-64 years,48,53.9,,California,Mariposa,2017,365,190,135,31,9,0,0,179,101,49,0,0,257,108,0
Mendocino,2017,Age groups,18-64 years,18-64 years,339,69.6,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Merced,2017,Age groups,18-64 years,18-64 years,1072,66.3,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Mono,2017,Age groups,18-64 years,18-64 years,30,37.7,,California,Mono,2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,24,341
Monterey,2017,Age groups,18-64 years,18-64 years,1036,38.5,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Age groups,18-64 years,18-64 years,310,37.3,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Nevada,2017,Age groups,18-64 years,18-64 years,194,38.9,,California,Nevada,2017,365,200,84,62,19,0,0,185,133,49,0,0,353,12,0
Orange,2017,Age groups,18-64 years,18-64 years,4485,22.6,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Age groups,18-64 years,18-64 years,676,31.5,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Plumas,2017,Age groups,18-64 years,18-64 years,49,59.1,,California,Plumas,2017,351,221,105,17,8,0,0,179,89,35,0,0,0,351,0
Riverside,2017,Age groups,18-64 years,18-64 years,5464,38.5,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Age groups,18-64 years,18-64 years,6333,68.4,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Benito,2017,Age groups,18-64 years,18-64 years,175,51.2,,California,San Benito,2017,365,298,65,2,0,0,0,117,64,40,0,0,333,29,3
San Bernardino,2017,Age groups,18-64 years,18-64 years,6071,45.7,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Age groups,18-64 years,18-64 years,5213,25.7,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Age groups,18-64 years,18-64 years,1884,31.6,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Age groups,18-64 years,18-64 years,2895,64.9,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Luis Obispo,2017,Age groups,18-64 years,18-64 years,452,28.7,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Age groups,18-64 years,18-64 years,1279,27.3,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Age groups,18-64 years,18-64 years,754,26.5,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Age groups,18-64 years,18-64 years,3457,28.3,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Age groups,18-64 years,18-64 years,428,25.6,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Age groups,18-64 years,18-64 years,442,45.2,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Siskiyou,2017,Age groups,18-64 years,18-64 years,102,44,,California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,87,0
Solano,2017,Age groups,18-64 years,18-64 years,2342,89.2,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Age groups,18-64 years,18-64 years,1109,37.7,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Age groups,18-64 years,18-64 years,1777,54.5,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Age groups,18-64 years,18-64 years,162,28.7,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tehama,2017,Age groups,18-64 years,18-64 years,190,55.3,,California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
Trinity,2017,Age groups,18-64 years,18-64 years,37,57.2,,California,Trinity,2017,203,100,92,6,1,2,2,498,90,51,0,0,0,203,0
Tulare,2017,Age groups,18-64 years,18-64 years,980,35.9,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Age groups,18-64 years,18-64 years,147,52.4,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Age groups,18-64 years,18-64 years,1524,29.8,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Age groups,18-64 years,18-64 years,498,37.6,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Age groups,65+ years,65+ years,834,36.4,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Amador,2017,Age groups,65+ years,65+ years,24,25.7,,California,Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0
Butte,2017,Age groups,65+ years,65+ years,72,17.6,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Calaveras,2017,Age groups,65+ years,65+ years,30,24.7,,California,Calaveras,2017,354,169,171,12,2,0,0,172,87,51,0,0,226,127,1
Contra Costa,2017,Age groups,65+ years,65+ years,583,32.1,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
El Dorado,2017,Age groups,65+ years,65+ years,60,16.1,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Age groups,65+ years,65+ years,372,31.7,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Glenn,2017,Age groups,65+ years,65+ years,16,36.5,,California,Glenn,2017,365,284,74,7,0,0,0,150,59,43,0,0,207,115,43
Humboldt,2017,Age groups,65+ years,65+ years,44,18.2,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Age groups,65+ years,65+ years,87,36.5,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Kern,2017,Age groups,65+ years,65+ years,215,21.8,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Kings,2017,Age groups,65+ years,65+ years,40,25,,California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,122,42
Lake,2017,Age groups,65+ years,65+ years,57,40.1,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Age groups,65+ years,65+ years,3423,24.3,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Madera,2017,Age groups,65+ years,65+ years,57,26.2,,California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,107,15
Marin,2017,Age groups,65+ years,65+ years,96,16.9,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Mendocino,2017,Age groups,65+ years,65+ years,36,17.8,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Merced,2017,Age groups,65+ years,65+ years,101,32.6,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Monterey,2017,Age groups,65+ years,65+ years,133,22.5,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Age groups,65+ years,65+ years,75,29,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Nevada,2017,Age groups,65+ years,65+ years,32,12.3,,California,Nevada,2017,365,200,84,62,19,0,0,185,133,49,0,0,353,12,0
Orange,2017,Age groups,65+ years,65+ years,771,16.6,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Age groups,65+ years,65+ years,145,19,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Riverside,2017,Age groups,65+ years,65+ years,681,19.5,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Age groups,65+ years,65+ years,627,30.3,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Benito,2017,Age groups,65+ years,65+ years,27,36.4,,California,San Benito,2017,365,298,65,2,0,0,0,117,64,40,0,0,333,29,3
San Bernardino,2017,Age groups,65+ years,65+ years,614,24.6,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Age groups,65+ years,65+ years,835,17.6,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Age groups,65+ years,65+ years,314,22.1,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Age groups,65+ years,65+ years,294,31.2,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Luis Obispo,2017,Age groups,65+ years,65+ years,78,13.8,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Age groups,65+ years,65+ years,315,24.5,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Age groups,65+ years,65+ years,143,22,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Age groups,65+ years,65+ years,574,21.4,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Age groups,65+ years,65+ years,54,12.7,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Age groups,65+ years,65+ years,51,13.8,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Siskiyou,2017,Age groups,65+ years,65+ years,12,11.6,,California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,87,0
Solano,2017,Age groups,65+ years,65+ years,309,44.5,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Age groups,65+ years,65+ years,268,27.4,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Age groups,65+ years,65+ years,179,25.6,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Age groups,65+ years,65+ years,21,14.1,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tehama,2017,Age groups,65+ years,65+ years,21,17.2,,California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
Tulare,2017,Age groups,65+ years,65+ years,100,18.8,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Age groups,65+ years,65+ years,35,23.3,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Age groups,65+ years,65+ years,232,18.4,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Age groups,65+ years,65+ years,102,39.3,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Race/ethnicity,White,All ages,1466,28.4,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Amador,2017,Race/ethnicity,White,All ages,125,52.9,,California,Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0
Butte,2017,Race/ethnicity,White,All ages,664,48,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Calaveras,2017,Race/ethnicity,White,All ages,167,61.2,,California,Calaveras,2017,354,169,171,12,2,0,0,172,87,51,0,0,226,127,1
Colusa,2017,Race/ethnicity,White,All ages,12,22.8,,California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,130,33
Contra Costa,2017,Race/ethnicity,White,All ages,1625,36.2,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
Del Norte,2017,Race/ethnicity,White,All ages,109,84.6,,California,Del Norte,2017,298,270,26,0,1,1,0,226,49,20,0,0,0,298,0
El Dorado,2017,Race/ethnicity,White,All ages,445,37.8,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Race/ethnicity,White,All ages,1791,73.6,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Glenn,2017,Race/ethnicity,White,All ages,72,49.2,,California,Glenn,2017,365,284,74,7,0,0,0,150,59,43,0,0,207,115,43
Humboldt,2017,Race/ethnicity,White,All ages,614,68.4,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Race/ethnicity,White,All ages,123,70.3,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Inyo,2017,Race/ethnicity,White,All ages,63,77.6,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Kern,2017,Race/ethnicity,White,All ages,1229,44.5,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Kings,2017,Race/ethnicity,White,All ages,315,71.2,,California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,122,42
Lake,2017,Race/ethnicity,White,All ages,319,78.9,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Race/ethnicity,White,All ages,7271,29.7,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Madera,2017,Race/ethnicity,White,All ages,211,51.6,,California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,107,15
Marin,2017,Race/ethnicity,White,All ages,312,18.4,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Mariposa,2017,Race/ethnicity,White,All ages,48,46.4,,California,Mariposa,2017,365,190,135,31,9,0,0,179,101,49,0,0,257,108,0
Mendocino,2017,Race/ethnicity,White,All ages,365,82.5,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Merced,2017,Race/ethnicity,White,All ages,483,75,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Mono,2017,Race/ethnicity,White,All ages,17,24.7,,California,Mono,2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,24,341
Monterey,2017,Race/ethnicity,White,All ages,450,38.1,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Race/ethnicity,White,All ages,277,45.7,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Nevada,2017,Race/ethnicity,White,All ages,260,41.6,,California,Nevada,2017,365,200,84,62,19,0,0,185,133,49,0,0,353,12,0
Orange,2017,Race/ethnicity,White,All ages,3318,28.9,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Race/ethnicity,White,All ages,847,34.9,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Plumas,2017,Race/ethnicity,White,All ages,68,63.3,,California,Plumas,2017,351,221,105,17,8,0,0,179,89,35,0,0,0,351,0
Riverside,2017,Race/ethnicity,White,All ages,3021,41.1,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Race/ethnicity,White,All ages,2947,47.1,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Benito,2017,Race/ethnicity,White,All ages,93,56.5,,California,San Benito,2017,365,298,65,2,0,0,0,117,64,40,0,0,333,29,3
San Bernardino,2017,Race/ethnicity,White,All ages,2500,45.9,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Race/ethnicity,White,All ages,3039,21.7,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Race/ethnicity,White,All ages,798,24.8,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Race/ethnicity,White,All ages,1141,54.9,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Luis Obispo,2017,Race/ethnicity,White,All ages,481,30.9,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Race/ethnicity,White,All ages,676,23.3,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Race/ethnicity,White,All ages,535,31,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Race/ethnicity,White,All ages,1410,23.7,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Race/ethnicity,White,All ages,377,27.3,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Race/ethnicity,White,All ages,565,46.8,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Siskiyou,2017,Race/ethnicity,White,All ages,121,43.7,,California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,87,0
Solano,2017,Race/ethnicity,White,All ages,1050,71.4,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Race/ethnicity,White,All ages,1093,39,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Race/ethnicity,White,All ages,1175,58.1,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Race/ethnicity,White,All ages,115,29.6,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tehama,2017,Race/ethnicity,White,All ages,209,57.7,,California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
Trinity,2017,Race/ethnicity,White,All ages,44,48.9,,California,Trinity,2017,203,100,92,6,1,2,2,498,90,51,0,0,0,203,0
Tulare,2017,Race/ethnicity,White,All ages,344,31.3,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Race/ethnicity,White,All ages,215,62.7,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Race/ethnicity,White,All ages,1178,35.9,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Race/ethnicity,White,All ages,364,40.5,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Race/ethnicity,Black,All ages,3564,202.8,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Butte,2017,Race/ethnicity,Black,All ages,68,192.3,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Contra Costa,2017,Race/ethnicity,Black,All ages,2136,216.3,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
El Dorado,2017,Race/ethnicity,Black,All ages,27,206.5,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Race/ethnicity,Black,All ages,792,156.3,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Humboldt,2017,Race/ethnicity,Black,All ages,54,370.4,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Race/ethnicity,Black,All ages,31,145.4,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Inyo,2017,Race/ethnicity,Black,All ages,0,0,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Kern,2017,Race/ethnicity,Black,All ages,952,184.5,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Kings,2017,Race/ethnicity,Black,All ages,156,208.6,,California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,122,42
Lake,2017,Race/ethnicity,Black,All ages,35,381.2,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Race/ethnicity,Black,All ages,12350,162.3,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Madera,2017,Race/ethnicity,Black,All ages,62,199,,California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,107,15
Marin,2017,Race/ethnicity,Black,All ages,69,113.1,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Mendocino,2017,Race/ethnicity,Black,All ages,18,328.6,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Merced,2017,Race/ethnicity,Black,All ages,226,252.9,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Monterey,2017,Race/ethnicity,Black,All ages,107,111.8,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Race/ethnicity,Black,All ages,24,115.6,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Orange,2017,Race/ethnicity,Black,All ages,579,124.7,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Race/ethnicity,Black,All ages,68,150.9,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Riverside,2017,Race/ethnicity,Black,All ages,1969,141,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Race/ethnicity,Black,All ages,3427,221.4,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
